Cornell Winter Classic,https://www.tfrrs.org/results/81806/Cornell_Winter_Classic
Art Kadish Elm City Challenge,https://www.tfrrs.org/results/81390/Art_Kadish_Elm_City_Challenge
Clemson Opener,https://www.tfrrs.org/results/82321/Clemson_Opener
Early Bird Open & Multi,https://www.tfrrs.org/results/82327/Early_Bird_Open__Multi
ISU Holiday Invitational,https://www.tfrrs.org/results/82330/ISU_Holiday_Invitational
Tiffin University College #1,https://www.tfrrs.org/results/81833/Tiffin_University_College_1_
Dakota Alumni Classic,https://www.tfrrs.org/results/82082/Dakota_Alumni_Classic_
2023 Bulldog Early Bird,https://www.tfrrs.org/results/82337/2023_Bulldog_Early_Bird
Joe Donahue Games Opener,https://www.tfrrs.org/results/81532/Joe_Donahue_Games_Opener
Bast-Cregger Multi Invitational,https://www.tfrrs.org/results/82338/Bast-Cregger_Multi_Invitational
Fast Times at Lehigh University,https://www.tfrrs.org/results/81839/Fast_Times_at_Lehigh_University
Susquehanna Early Season Multi and Invite,https://www.tfrrs.org/results/81494/Susquehanna_Early_Season_Multi_and_Invite
Utica Holiday Classic,https://www.tfrrs.org/results/82109/Utica_Holiday_Classic
Indiana Early Bird,https://www.tfrrs.org/results/81597/Indiana_Early_Bird
John Gartland Invitational,https://www.tfrrs.org/results/81864/John_Gartland_Invitational
28th Annual URI Pentathlon,https://www.tfrrs.org/results/81693/28th_Annual_URI_Pentathlon
Colorado Running Company Pre-Holiday Invite & Multi,https://www.tfrrs.org/results/81882/_Colorado_Running_Company_Pre-Holiday_Invite__Multi
Air Force Holiday Opener,https://www.tfrrs.org/results/81603/Air_Force_Holiday_Opener
Eastern Illinois Early Bird,https://www.tfrrs.org/results/81606/Eastern_Illinois_Early_Bird
Elm City Classic,https://www.tfrrs.org/results/81897/Elm_City_Classic_
Nazareth Alumni Opener Invitational,https://www.tfrrs.org/results/81609/Nazareth_Alumni_Opener_Invitational
FDU-Saint Peter's Dual Meet,https://www.tfrrs.org/results/82664/FDU-Saint_Peters_Dual_Meet
Seahawk Shootout,https://www.tfrrs.org/results/81373/Seahawk_Shootout
2023 Blue Demon Holiday Invite,https://www.tfrrs.org/results/81727/2023_Blue_Demon_Holiday_Invite
M City Indoor Classsic,https://www.tfrrs.org/results/81921/M_City_Indoor_Classsic
Dartmouth December Invite,https://www.tfrrs.org/results/81923/Dartmouth_December_Invite
UCONN Husky Challenge 2023-24,https://www.tfrrs.org/results/81929/UCONN_Husky_Challenge_2023-24
Bobcat PReview,https://www.tfrrs.org/results/81643/Bobcat_Preview
URI Heptathlon Qualifier,https://www.tfrrs.org/results/81430/URI_Heptathlon_Qualifier
JDL Early Bird Invitational,https://www.tfrrs.org/results/81271/JDL_Early_Bird_Invitational
Holiday Kickoff Open,https://www.tfrrs.org/results/81468/Holiday_Kickoff_Open
Marauders Indoor Opener,https://www.tfrrs.org/results/81558/Marauders_Indoor_Opener
10th Annual Spartan Holiday Classic,https://www.tfrrs.org/results/81942/10th_Annual_Spartan_Holiday_Classic
Navy Indoor Invitational,https://www.tfrrs.org/results/81744/Navy_Indoor_Invitational
Frigid Bee Opener,https://www.tfrrs.org/results/81945/Frigid_Bee_Opener
HBCU & Ivy Challenge,https://www.tfrrs.org/results/81951/HBCU__Ivy_Challenge
Visit Winston-Salem College Kick-off,https://www.tfrrs.org/results/81270/Visit_Winston-Salem_College_Kick-off
Boston University Sharon Colyear-Danville Season Opener,https://www.tfrrs.org/results/81628/Boston_University_Sharon_Colyear-Danville_Season_Opener
Saints Holiday Relays,https://www.tfrrs.org/results/81969/Saints_Holiday_Relays
Youree Spence-Garcia Invitational,https://www.tfrrs.org/results/81630/Youree_Spence-Garcia_Invitational
Chuck Peterson Open,https://www.tfrrs.org/results/81991/Chuck_Peterson_Open
ONU Holiday Invite 2023,https://www.tfrrs.org/results/81471/ONU_Holiday_Invite_2023
Ripon Winter Open,https://www.tfrrs.org/results/81778/Ripon_Winter_Open
SIU Saluki Fast Start,https://www.tfrrs.org/results/81389/SIU_Saluki_Fast_Start
Mary Grinaker Invitational,https://www.tfrrs.org/results/81808/Mary_Grinaker_Invitational
Warner University Royal Winter Rumble,https://www.tfrrs.org/results/81663/Warner_University_Royal_Winter_Rumble
Crowell Open,https://www.tfrrs.org/results/81488/Crowell_Open_
Scott Fangman Invitational,https://www.tfrrs.org/results/81829/Scott_Fangman_Invitational
UBears Alumni Invitational,https://www.tfrrs.org/results/81527/UBears_Alumni_Invitational
2023 Mastodon Opener,https://www.tfrrs.org/results/81595/2023_Mastodon_Opener
Barons Invitational,https://www.tfrrs.org/results/75944/Barons_Invitational
Wittenberg Tiger Opener,https://www.tfrrs.org/results/81834/Wittenberg_Tiger_Opener
Holiday Classic '23,https://www.tfrrs.org/results/81849/Holiday_Classic_23
Happy Holidays Multi-Events,https://www.tfrrs.org/results/82104/Happy_Holidays_Multi-Events
Suffolk Relays,https://www.tfrrs.org/results/81498/Suffolk_Relays
2023 JAC Indoor / Outdoor Opener,https://www.tfrrs.org/results/81601/2023_JAC_Indoor___Outdoor_Opener
2023 BHSU Holiday Open,https://www.tfrrs.org/results/81876/2023_BHSU_Holiday_Open
CNU Holiday Open,https://www.tfrrs.org/results/81700/CNU_Holiday_Open
Commonwealth College Opener,https://www.tfrrs.org/results/81404/Commonwealth_College_Opener
37th Alden Invitational,https://www.tfrrs.org/results/82148/37th_Alden_Invitational
Dean Hayes Indoor Classic,https://www.tfrrs.org/results/82149/Dean_Hayes_Indoor_Classic
2023 Mel Tjeerdsma Classic,https://www.tfrrs.org/results/82152/2023_Mel_Tjeerdsma_Classic
Washburn Alumni Invite,https://www.tfrrs.org/results/82153/Washburn_Alumni_Invite
2023 TCNJ Indoor Open,https://www.tfrrs.org/results/81448/2023_TCNJ_Indoor_Open
Mike Kowal,https://www.tfrrs.org/results/82157/Mike_Kowal
SC Season Opener,https://www.tfrrs.org/results/81924/SC_Season_Opener
Forever Red Alumni Classic,https://www.tfrrs.org/results/81736/Forever_Red_Alumni_Classic
Fastrack Season Opener 2023,https://www.tfrrs.org/results/81618/Fastrack_Season_Opener_2023
John Coughlin Invite,https://www.tfrrs.org/results/81935/John_Coughlin_Invite
2023 Grinnell Opener,https://www.tfrrs.org/results/81952/2023_Grinnell_Opener
Houghton December Classic,https://www.tfrrs.org/results/81636/Houghton_December_Classic
Greg Pages Relays & Multi,https://www.tfrrs.org/results/81809/Greg_Pages_Relays__Multi
Akron Haynes Lancaster Open,https://www.tfrrs.org/results/81813/Akron_Haynes_Lancaster_Open
BSC Panther Indoor Icebreaker,https://www.tfrrs.org/results/81485/BSC_Panther_Indoor_Icebreaker
Rutgers Holiday Classic,https://www.tfrrs.org/results/81586/Rutgers_Holiday_Classic
2023 YSU Indoor Track and Field Icebreaker,https://www.tfrrs.org/results/81684/2023_YSU_Indoor_Track_and_Field_Icebreaker
Mt. Hawk Season Opener,https://www.tfrrs.org/results/81838/Mt_Hawk_Season_Opener
1st Annual PNW Classic,https://www.tfrrs.org/results/81530/1st_Annual_PNW_Classic
Marietta First Glimpse,https://www.tfrrs.org/results/81852/Marietta_First_Glimpse
2023 Blue & Gold Invitational - Notre Dame,https://www.tfrrs.org/results/81696/2023_Blue__Gold_Invitational_-_Notre_Dame
Mines Alumni Classic,https://www.tfrrs.org/results/81697/Mines_Alumni_Classic
2023 Mastodon Multi,https://www.tfrrs.org/results/81369/2023_Mastodon_Multi
SVSU Holiday Open and Multis,https://www.tfrrs.org/results/82141/SVSU_Holiday_Open_and_Multis
New Orleans Triangular Winter Classic,https://www.tfrrs.org/results/82145/New_Orleans_Triangular_Winter_Classic
SDSU Holiday Open & Multi,https://www.tfrrs.org/results/82146/SDSU_Holiday_Open__Multi
2023 Bob Timmons Challenge,https://www.tfrrs.org/results/82150/2023_Bob_Timmons_Challenge
Bison Opener,https://www.tfrrs.org/results/81915/Bison_Opener
Wichita State Shocker Multi,https://www.tfrrs.org/results/81943/Wichita_State_Shocker_Multi
2023 Oiler Opener & Multi,https://www.tfrrs.org/results/81569/2023_Oiler_Opener__Multi
2023 Liberty Kickoff,https://www.tfrrs.org/results/81332/2023_Liberty_Kickoff
Ben Martin 1st Chance Indoor/Outdoor Meet,https://www.tfrrs.org/results/81709/Ben_Martin_1st_Chance_Indoor_Outdoor_Meet
Trackwired Arkansas Grand Prix,https://www.tfrrs.org/results/81278/Trackwired_Arkansas_Grand_Prix
The Elliott Denman New Jersey International Track & Field Me,https://www.tfrrs.org/results/80757/The_Elliott_Denman_New_Jersey_International_Track__Field_Me
Friday Night Spikes,https://www.tfrrs.org/results/80309/Friday_Night_Spikes
GVSU Redemption,https://www.tfrrs.org/results/76094/GVSU_Redemption
Star Athletics Sprint Series,https://www.tfrrs.org/results/78398/Star_Athletics_Sprint_Series
NCAA Division I Outdoor Track & Field Championships,https://www.tfrrs.org/results/81300/NCAA_Division_I_Outdoor_Track__Field_Championships
NCAA Division III Outdoor Track & Field Championships,https://www.tfrrs.org/results/81073/NCAA_Division_III_Outdoor_Track__Field_Championships
NCAA East Preliminary Round,https://www.tfrrs.org/results/81274/NCAA_East_Preliminary_Round
NCAA Division II Outdoor Track & Field Championships,https://www.tfrrs.org/results/80891/NCAA_Division_II_Outdoor_Track__Field_Championships
NCAA West Preliminary Round,https://www.tfrrs.org/results/81275/NCAA_West_Preliminary_Round
NAIA Outdoor Track & Field Championships,https://www.tfrrs.org/results/81190/NAIA_Outdoor_Track__Field_Championships
2023 Tucson Elite Classic-Sa,https://www.tfrrs.org/results/76360/_2023_Tucson_Elite_Classic-Sa
2023 CCCAA California State Championships,https://www.tfrrs.org/results/81228/2023_CCCAA_California_State_Championships
2023 Tucson Elite Classic-Th,https://www.tfrrs.org/results/76359/_2023_Tucson_Elite_Classic-Th
NJCAA Division I Outdoor Track & Field Championships,https://www.tfrrs.org/results/80947/NJCAA_Division_I_Outdoor_Track__Field_Championships
MIT Final Qualifier,https://www.tfrrs.org/results/79733/MIT_Final_Qualifier
Augustana College Midwest Twilight Qualifier,https://www.tfrrs.org/results/81035/Augustana_College_Midwest_Twilight_Qualifier
UWL Final Qualifier,https://www.tfrrs.org/results/81249/UWL_Final_Qualifier
Emory Final Qualifier 2023,https://www.tfrrs.org/results/79802/Emory_Final_Qualifier_2023
AARTFC Outdoor Track & Field Championships,https://www.tfrrs.org/results/81112/AARTFC_Outdoor_Track__Field_Championships
2023 Redlands Final Qualifier,https://www.tfrrs.org/results/80881/2023_Redlands_Final_Qualifier
Mount Union Last Chance Tune-up,https://www.tfrrs.org/results/79874/Mount_Union_Last_Chance_Tune-up
George Fox University 2023 NCAA Final Qualifier and Multi,https://www.tfrrs.org/results/81151/George_Fox_University_2023_NCAA_Final_Qualifier_and_Multi
Williams Final Qualifier,https://www.tfrrs.org/results/77670/Williams_Final_Qualifier
Central College Last Chance Heptathlon/Decathlon,https://www.tfrrs.org/results/81013/Central_College_Last_Chance_Heptathlon_Decathlon
NCC-Combined Events (Collegiate)-2023,https://www.tfrrs.org/results/80873/NCC-Combined_Events_Collegiate-2023
Diesels Last Chance Meet,https://www.tfrrs.org/results/80830/Diesels_Last_Chance_Meet
Mount Olive Final Qualifier,https://www.tfrrs.org/results/75233/Mount_Olive_Final_Qualifier
Trinity Last Chance,https://www.tfrrs.org/results/80683/Trinity_Last_Chance
CNY Fast Chance Meet,https://www.tfrrs.org/results/81010/CNY_Fast_Chance_Meet
Widener Final Qualifier,https://www.tfrrs.org/results/77479/Widener_Final_Qualifier
Mount Olive First Chance,https://www.tfrrs.org/results/75232/Mount_Olive_First_Chance
Lee University Last Chance,https://www.tfrrs.org/results/76836/Lee_University_Last_Chance
Bobcats Last Chance Meet,https://www.tfrrs.org/results/80658/Bobcats_Last_Chance_Meet
Mines Multi-Last Chance,https://www.tfrrs.org/results/80934/Mines_Multi-Last_Chance
PURE Athletics Sprint Elite Meet,https://www.tfrrs.org/results/76700/PURE_Athletics_Sprint_Elite_Meet
2023 Loper Twilight,https://www.tfrrs.org/results/81214/2023_Loper_Twilight
2023 Yale Last Chance Meet,https://www.tfrrs.org/results/80289/2023_Yale_Last_Chance_Meet_
Midwest Conference Outdoor Championships,https://www.tfrrs.org/results/81071/Midwest_Conference_Outdoor_Championships
Big West Track & Field Champio,https://www.tfrrs.org/results/77508/Big_West_Track__Field_Champio
PSU Last Chance to Host a Meet Qualifier,https://www.tfrrs.org/results/81110/PSU_Last_Chance_to_Host_a_Meet_Qualifier
NEICAAA Outdoor Track & Field Championships,https://www.tfrrs.org/results/79848/NEICAAA_Outdoor_Track__Field_Championships
2023 GNAC Outdoor Track and Field Championships,https://www.tfrrs.org/results/80134/2023_GNAC_Outdoor_Track_and_Field_Championships_
APU Franson Last Chance,https://www.tfrrs.org/results/80384/APU_Franson_Last_Chance
2023 WT Last Chance Meet,https://www.tfrrs.org/results/77821/2023_WT_Last_Chance_Meet
Portland Distance Carnival,https://www.tfrrs.org/results/77082/Portland_Distance_Carnival
2023 IC4A/ECAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/78857/2023_IC4A_ECAC_Outdoor_Track__Field_Championships
The American Outdoor Track & Field Championships,https://www.tfrrs.org/results/79640/The_American_Outdoor_Track__Field_Championships
St. Francis Fighting Chance Invite,https://www.tfrrs.org/results/80170/St_Francis_Fighting_Chance_Invite
Charlie Merrifield Twilight,https://www.tfrrs.org/results/81172/Charlie_Merrifield_Twilight
ECAC DIII Outdoor Track & Field Championships,https://www.tfrrs.org/results/80439/ECAC_DIII_Outdoor_Track__Field_Championships
Pac-12 Track & Field Championships,https://www.tfrrs.org/results/79702/Pac-12_Track__Field_Championships
Big 12 Outdoor Track & Field Championships,https://www.tfrrs.org/results/79703/Big_12_Outdoor_Track__Field_Championships
Eagle Open,https://www.tfrrs.org/results/81205/Eagle_Open
BYU Cougar Invitational,https://www.tfrrs.org/results/81215/BYU_Cougar_Invitational
Big Ten Outdoor Championships,https://www.tfrrs.org/results/81218/Big_Ten_Outdoor_Championships
CCC Conference Championship,https://www.tfrrs.org/results/79743/CCC_Conference_Championship
2023 MVC Outdoor Track and Field Championship,https://www.tfrrs.org/results/78493/2023_MVC_Outdoor_Track_and_Field_Championship
MIAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80545/MIAC_Outdoor_Track__Field_Championships
SEC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80833/SEC_Outdoor_Track__Field_Championships
2023 'Marty Goldberg' Gator Invite,https://www.tfrrs.org/results/76317/2023_Marty_Goldberg_Gator_Invite
Harrison Dillard Twilight,https://www.tfrrs.org/results/76564/Harrison_Dillard_Twilight
NCC Carius/Gregory Invitational (Collegiate)-2023,https://www.tfrrs.org/results/80869/NCC_Carius_Gregory_Invitational_Collegiate-2023
2023 Mountain West Outdoor Track & Field Championships,https://www.tfrrs.org/results/80886/2023_Mountain_West_Outdoor_Track__Field_Championships
ASUN Outdoor Track and Field Championships,https://www.tfrrs.org/results/80901/ASUN_Outdoor_Track_and_Field_Championships
Oakland Last Chance,https://www.tfrrs.org/results/80669/Oakland_Last_Chance
Mid-American Outdoor Track & Field Championships,https://www.tfrrs.org/results/80432/Mid-American_Outdoor_Track__Field_Championships
DU & XU Meet,https://www.tfrrs.org/results/81186/DU__XU_Meet
2023 WAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80211/2023_WAC_Outdoor_Track__Field_Championships
Sun Belt Outdoor Track and Field Championships,https://www.tfrrs.org/results/80969/Sun_Belt_Outdoor_Track_and_Field_Championships
ACC Outdoor Track & Field Championships,https://www.tfrrs.org/results/81191/ACC_Outdoor_Track__Field_Championships
2023 Rice All Comers Meet,https://www.tfrrs.org/results/81193/2023_Rice_All_Comers_Meet
PSAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80462/PSAC_Outdoor_Track__Field_Championships
2023 NSIC Outdoor Track & Field Championship,https://www.tfrrs.org/results/80729/2023_NSIC_Outdoor_Track__Field_Championship
2023 Concordia Twilight,https://www.tfrrs.org/results/81207/2023_Concordia_Twilight_
OVC Championship,https://www.tfrrs.org/results/81212/OVC_Championship
Summit League Outdoor Championships,https://www.tfrrs.org/results/81217/Summit_League_Outdoor_Championships
2023 Conference USA Championships,https://www.tfrrs.org/results/81219/2023_Conference_USA_Championships
Harding Last Chance Meet,https://www.tfrrs.org/results/80748/Harding_Last_Chance_Meet
NJCAA Division III Outdoor Track & Field Championships,https://www.tfrrs.org/results/80769/NJCAA_Division_III_Outdoor_Track__Field_Championships
West Point Twilight,https://www.tfrrs.org/results/75504/West_Point_Twilight_
American Rivers Conference Championships,https://www.tfrrs.org/results/80544/American_Rivers_Conference_Championships
North Star Athletic Association Outdoor Championships,https://www.tfrrs.org/results/80592/North_Star_Athletic_Association_Outdoor_Championships
NCCAA Outdoor Track & Field Championships,https://www.tfrrs.org/results/80657/NCCAA_Outdoor_Track__Field_Championships
2023 Big South Outdoor Track & Field Championship,https://www.tfrrs.org/results/80924/2023_Big_South_Outdoor_Track__Field_Championship
2023 Whitworth Last Chance Meet,https://www.tfrrs.org/results/77881/2023_Whitworth_Last_Chance_Meet
2023 Big Sky Conference Outdoor Track Meeting,https://www.tfrrs.org/results/79959/2023_Big_Sky_Conference_Outdoor_Track_Meeting
BIG EAST Outdoor Track & Field Championships,https://www.tfrrs.org/results/80265/BIG_EAST_Outdoor_Track__Field_Championships
Westmont 5k Race Walk,https://www.tfrrs.org/results/80788/Westmont_5k_Race_Walk
MEAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80874/MEAC_Outdoor_Track__Field_Championships
GVSU 10 Event-Last Chance,https://www.tfrrs.org/results/75417/GVSU_10_Event-Last_Chance
Southern Conference Outdoor Track and Field Championships,https://www.tfrrs.org/results/80590/Southern_Conference_Outdoor_Track_and_Field_Championships
West Coast Last Chance,https://www.tfrrs.org/results/79831/West_Coast_Last_Chance
2023 Mid-South Conference Championships,https://www.tfrrs.org/results/79893/2023_Mid-South_Conference_Championships
Track Fest,https://www.tfrrs.org/results/81075/Track_Fest
NEC Championship,https://www.tfrrs.org/results/81079/NEC_Championship
Red Hawk Spring Showdown,https://www.tfrrs.org/results/80094/Red_Hawk_Spring_Showdown
Monmouth College Fighting Scot Outdoor,https://www.tfrrs.org/results/80859/Monmouth_College_Fighting_Scot_Outdoor_
Maverick Open #2,https://www.tfrrs.org/results/80111/Maverick_Open_2
Coast-To-Coast Athletic Conference Outdoor Championships,https://www.tfrrs.org/results/80120/Coast-To-Coast_Athletic_Conference_Outdoor_Championships
CSU Pueblo Last Chance Invitational,https://www.tfrrs.org/results/80887/CSU_Pueblo_Last_Chance_Invitational
KSU Ward Haylett,https://www.tfrrs.org/results/80148/KSU_Ward_Haylett
Tom Gage Classic,https://www.tfrrs.org/results/79385/Tom_Gage_Classic
Oxy Invitational,https://www.tfrrs.org/results/75546/Oxy_Invitational
Landmark Conference Outdoor Track & Field Championships 2023,https://www.tfrrs.org/results/80428/Landmark_Conference_Outdoor_Track__Field_Championships_2023
Metro Atlantic Conference Outdoor Track & Field Championship,https://www.tfrrs.org/results/80429/Metro_Atlantic_Conference_Outdoor_Track__Field_Championship
CACC Championship,https://www.tfrrs.org/results/79685/CACC_Championship
NJAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/79435/NJAC_Outdoor_Track__Field_Championships
9th Annual Tom Farrell Track & Field Classic,https://www.tfrrs.org/results/78149/9th_Annual_Tom_Farrell_Track__Field_Classic_
Ivy League Outdoor Track & Field Championships,https://www.tfrrs.org/results/80231/Ivy_League_Outdoor_Track__Field_Championships
Atlantic 10 Outdoor Championships,https://www.tfrrs.org/results/78939/Atlantic_10_Outdoor_Championships
2023 America East Outdoor Championships,https://www.tfrrs.org/results/80498/2023_America_East_Outdoor_Championships
NJCAA Region 3 Championships,https://www.tfrrs.org/results/77425/NJCAA_Region_3_Championships
2023 Huskie Classic,https://www.tfrrs.org/results/75426/2023_Huskie_Classic
CUNYAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80266/CUNYAC_Outdoor_Track__Field_Championships
Portland Twilight,https://www.tfrrs.org/results/77449/Portland_Twilight_
WVU Last Chance,https://www.tfrrs.org/results/76033/WVU_Last_Chance
Linfield Open,https://www.tfrrs.org/results/75781/Linfield_Open
St. Olaf Open,https://www.tfrrs.org/results/81057/St_Olaf_Open
Iowa State Alumni Meet,https://www.tfrrs.org/results/81059/Iowa_State_Alumni_Meet
2023 CSAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/77998/2023_CSAC_Outdoor_Track__Field_Championships
PR Athletics Federation Circuit,https://www.tfrrs.org/results/81068/PR_Athletics_Federation_Circuit
Horizon League Championship,https://www.tfrrs.org/results/81080/Horizon_League_Championship
2023 Region XI Championships,https://www.tfrrs.org/results/81081/2023_Region_XI_Championships
NDSU Tune Up,https://www.tfrrs.org/results/80329/NDSU_Tune_Up_
Big West Multi Championships,https://www.tfrrs.org/results/77507/Big_West_Multi_Championships
Great Plains AC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80583/Great_Plains_AC_Outdoor_Track__Field_Championships_
North Coast Athletic Conference Championships,https://www.tfrrs.org/results/78542/North_Coast_Athletic_Conference_Championships
Arkansas Twilight,https://www.tfrrs.org/results/76083/Arkansas_Twilight
Kehoe Twilight Meet,https://www.tfrrs.org/results/79836/Kehoe_Twilight_Meet
Life U Last Chance,https://www.tfrrs.org/results/75642/Life_U_Last_Chance
2023 Billy Hayes Invitational,https://www.tfrrs.org/results/75535/2023_Billy_Hayes_Invitational
Tom Tellez Invitational,https://www.tfrrs.org/results/78625/Tom_Tellez_Invitational
2023 LHU Qualifier,https://www.tfrrs.org/results/78380/2023_LHU_Qualifier
Chicagoland Collegiate AC Outdoor Track & Field Championship,https://www.tfrrs.org/results/80440/Chicagoland_Collegiate_AC_Outdoor_Track__Field_Championship
2023 Northern California CC Championships,https://www.tfrrs.org/results/80204/2023_Northern_California_CC_Championships
Oregon Twilight,https://www.tfrrs.org/results/78671/Oregon_Twilight
2023 CCCAA Southern California Prelims and Championships,https://www.tfrrs.org/results/80977/2023_CCCAA_Southern_California_Prelims_and_Championships
Patriot League Outdoor Track & Field Championships,https://www.tfrrs.org/results/79704/Patriot_League_Outdoor_Track__Field_Championships
UMAC Track and Field Outdoor Championships,https://www.tfrrs.org/results/80730/UMAC_Track_and_Field_Outdoor_Championships
SUNYAC Outdoor Track & Field Championships,https://www.tfrrs.org/results/80479/SUNYAC_Outdoor_Track__Field_Championships
2023 Centennial Conference Outdoor Track & Field Championshi,https://www.tfrrs.org/results/78690/2023_Centennial_Conference_Outdoor_Track__Field_Championshi
Empire 8 Outdoor Track & Field Championships,https://www.tfrrs.org/results/80482/Empire_8_Outdoor_Track__Field_Championships
Liberty League Outdoor Track Championships,https://www.tfrrs.org/results/80485/Liberty_League_Outdoor_Track_Championships
CAA Outdoor Track and Field Championships,https://www.tfrrs.org/results/80257/CAA_Outdoor_Track_and_Field_Championships
Northeast-10 Outdoor Track & Field Championships,https://www.tfrrs.org/results/80271/Northeast-10_Outdoor_Track__Field_Championships
2023 Atlantic East Conference Outdoor Track & Field Champion,https://www.tfrrs.org/results/80282/2023_Atlantic_East_Conference_Outdoor_Track__Field_Champion
Wichita State Shocker Open,https://www.tfrrs.org/results/78485/Wichita_State_Shocker_Open
Jim Thorpe Invitational,https://www.tfrrs.org/results/81044/Jim_Thorpe_Invitational
Wisconsin Classic,https://www.tfrrs.org/results/81045/Wisconsin_Classic
Heart of America Outdoor Track & Field Championships,https://www.tfrrs.org/results/80538/Heart_of_America_Outdoor_Track__Field_Championships
USD Tune-up,https://www.tfrrs.org/results/81047/USD_Tune-up
SRU Last Chance Meet,https://www.tfrrs.org/results/81051/SRU_Last_Chance_Meet
Air Force Twilight Open,https://www.tfrrs.org/results/78754/Air_Force_Twilight_Open
Meet of the UnSaintly,https://www.tfrrs.org/results/80546/Meet_of_the_UnSaintly
2023 NACC Outdoor Championships,https://www.tfrrs.org/results/81056/2023_NACC_Outdoor_Championships
CIAA Outdoor Track and Field Championship,https://www.tfrrs.org/results/80308/CIAA_Outdoor_Track_and_Field_Championship
Dr. Tucker Open,https://www.tfrrs.org/results/80556/Dr_Tucker_Open
CCIW Outdoor Championships,https://www.tfrrs.org/results/81065/CCIW_Outdoor_Championships
WIAC Outdoor Championships,https://www.tfrrs.org/results/81066/WIAC_Outdoor_Championships
Jennifer Roger Swan Memorial,https://www.tfrrs.org/results/81067/Jennifer_Roger_Swan_Memorial
MIAA Outdoor Track & Field Championships,https://www.tfrrs.org/results/80815/MIAA_Outdoor_Track__Field_Championships
2023 SWAC Outdoor T&F Championship,https://www.tfrrs.org/results/79827/2023_SWAC_Outdoor_TF_Championship
CCAA Track & Field Championships,https://www.tfrrs.org/results/80361/CCAA_Track__Field_Championships
